region	fold	model	auroc	pr_auc	n_train	n_test
all	0	GatedStructuralCFN	0.6363636363636364	0.39299242424242425	56	15
all	1	GatedStructuralCFN	0.7878787878787878	0.6666666666666666	57	14
all	2	GatedStructuralCFN	0.7575757575757576	0.42063492063492064	57	14
all	3	GatedStructuralCFN	0.8787878787878788	0.7222222222222222	57	14
all	4	GatedStructuralCFN	1.0	1.0	57	14
