region	fold	model	auroc	pr_auc	n_train	n_test
all	0	GatedStructuralCFN	0.6136363636363636	0.3992424242424243	56	15
all	1	GatedStructuralCFN	0.8484848484848484	0.5333333333333333	57	14
all	2	GatedStructuralCFN	0.8181818181818181	0.5317460317460317	57	14
all	3	GatedStructuralCFN	0.8787878787878788	0.8095238095238095	57	14
all	4	GatedStructuralCFN	0.9500000000000001	0.8875	57	14
