feature	importance	model	run_name
Tregs	0.018083160743117332	xgb	kong_cross_dataset_composition
CD8+ IELs	0.016106488183140755	xgb	kong_cross_dataset_composition
Immature Goblet	0.010553083382546902	xgb	kong_cross_dataset_composition
GC	0.007571907248347998	xgb	kong_cross_dataset_composition
WNT2B+ Fos-lo 1	0.007275839801877737	xgb	kong_cross_dataset_composition
TA 2	0.0059119765646755695	xgb	kong_cross_dataset_composition
CD69- Mast	0.0044572059996426105	xgb	kong_cross_dataset_composition
WNT5B+ 2	0.00262122112326324	xgb	kong_cross_dataset_composition
TA 1	0.002040331019088626	xgb	kong_cross_dataset_composition
WNT2B+ Fos-hi	0.0014787351246923208	xgb	kong_cross_dataset_composition
CD4+ Activated Fos-hi	0.0014489316381514072	xgb	kong_cross_dataset_composition
CD8+ LP	0.0	xgb	kong_cross_dataset_composition
CD4+ Memory	0.0	xgb	kong_cross_dataset_composition
Cycling TA	0.0	xgb	kong_cross_dataset_composition
Cycling B	0.0	xgb	kong_cross_dataset_composition
DC2	0.0	xgb	kong_cross_dataset_composition
Endothelial	0.0	xgb	kong_cross_dataset_composition
MT-hi	0.0	xgb	kong_cross_dataset_composition
Macrophages	0.0	xgb	kong_cross_dataset_composition
Goblet	0.0	xgb	kong_cross_dataset_composition
Follicular	0.0	xgb	kong_cross_dataset_composition
M cells	0.0	xgb	kong_cross_dataset_composition
Immature Enterocytes 2	0.0	xgb	kong_cross_dataset_composition
Stem	0.0	xgb	kong_cross_dataset_composition
Secretory TA	0.0	xgb	kong_cross_dataset_composition
RSPO3+	0.0	xgb	kong_cross_dataset_composition
Post-capillary Venules	0.0	xgb	kong_cross_dataset_composition
Plasma	0.0	xgb	kong_cross_dataset_composition
Tuft	0.0	xgb	kong_cross_dataset_composition
WNT2B+ Fos-lo 2	0.0	xgb	kong_cross_dataset_composition
WNT5B+ 1	0.0	xgb	kong_cross_dataset_composition
